title,author,rating,warning,category,fandom,relationship,characters,additional_tags,publish_time,words,hits,kudos,comments,summary,firsthundred,url
Thomas（一发完 修改版）,eggroll999,['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],"['london - Fandom', 'Political Animals']",['Sdy/T.J Hammond'],"['Sdy', 'T.J Hammond']","['Crossover', 'drug', 'Rough Sex', '神经病夫夫', '改设定']",2016-05-19,9439,488,8,0,就是两个极端神经病互相折腾相爱的故事,ThomasCP Syd／TJ设定把London里的女主去掉，带入TJ展开的故事。 1趴在沙发上放空的T.J不小心看到了自己的脸——死尸般僵硬的脸颊搭配上一双肿胀无神的眼睛。这简直是绝配。T.J在心里,https://archiveofourown.org/works/6901426
【灵洋】Do not go gentle into that good night,Noi10H2O,['Explicit'],['Underage'],['M/M'],['偶像练习生 | Idol Producer (TV)'],"['Ling Chao/Mu Ziyang', 'Bu Fan/Yue Yue']","['Ling Chao', 'Mu Ziyang', 'Yue Yue', 'Bu Fan']","['灵洋 - Freeform', '星际时代']",2018-10-03,84482,2188,55,0,这是我的，勇敢的小朋友。,0地球时凌晨4点11分，船靠岸了。木子洋站在舰桥上，闭着眼睛聆听船下的声响，他身边的每个屏幕都闪动着80%损毁的红色警告，红光照亮他微皱的眉头，令他看起来格外地柔软。穿过他面前的观察窗下去，历经恶战的,https://archiveofourown.org/works/16178804
Marry Christmas,pAntie2,['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['The Expendables (Movies)'],"['Gunnar Jensen/Yin Yang', 'Barney Ross/Lee Christmas']","['Yin Yang', 'Gunnar Jensen', 'Lee Christmas', 'Barney Ross']",['Jet Li - Freeform'],2014-10-12,6482,665,17,13,#嗯，就是敢死小分队的日常。 #NC-17 #从今天起，要做一个高尚的人，一个纯粹的人，一个脱离了低级趣味的人。,"【LOFTER】LOFTER正文戳♂'God rest ye merry, Gentleman.'在一片祥和美妙的气氛中，全队以一种空前的阵容统统拥挤到老图的店里，打算用通宵狂欢来庆祝Lee的生日，啊",https://archiveofourown.org/works/2444276
In the Office,Scornine,['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Detroit: Become Human (Video Game)'],['Hank Anderson/Connor'],"['Hank Anderson', 'Connor (Detroit: Become Human)']",there is nothing,2018-11-06,3296,563,17,0,Work overtime……,今天加班。由于早上的某些荒唐理由。警局里的灯没有关掉，但办公区亮堂堂的，却只有一个人在沙沙作响的书写文件。天知道为什么他会在康纳说其实不需要加班后，又同意弗勒的要求加个晚班，而且这个案子相关的内容简直,https://archiveofourown.org/works/16539332
深蓝（7）,devout,['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['tsnme'],there is nothing,there is nothing,there is nothing,2018-08-27,4576,630,8,0,no summary,偏小麦色的皮肤，高挑的身材，匀称的肌肉，高学历，高智商，乐观开朗，家境优渥，爱德华多绝对是多数人的理想伴侣，再精巧的魔术都比不过造物主的神奇。“穿衣服。”爱德华多靠在床头，用脚趾戳了戳丹尼尔的背。“是,https://archiveofourown.org/works/15811521
Deja vu,allodo,['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Joker (2019)'],['Arthur Fleck/Joker'],"['Arthur Fleck', 'Joker']","['Chinese Language', 'Imagination', 'Masturbation']",2019-11-03,2733,709,21,20,Arthur钻冰箱之后，接到Murray助理电话之前发生的事。“你需要好好休息一下，”男人轻轻的说，仿佛是想要让他尽快入睡，“明天是个重要的日子。”他的手按在Arthur赤裸的胸膛上，用力把他按到床垫上。然后男人跪在床边，一手拨弄着Arthur的长发，一边在他耳边轻轻的说，“你需要找到证据，是他在说谎吗？还是她在说谎？”,Deja vu 他在冰箱里蜷缩了很久，头疼的厉害，难过的想吐。但是他又不能吐在冰箱里，penny出院的话会注意到的。她会为他感到一些遗憾和失望。他不想让她不快。Penny在他记忆里一直是个好妈妈，他一,https://archiveofourown.org/works/21289337
【洋灵】艳阳高照,playwithwaterfor20years,['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['洋灵'],there is nothing,there is nothing,there is nothing,2019-11-13,1843,1600,7,0,no summary,.就是如此突然，灵超莫名其妙地开始偏爱起比自己年长不少的男性，就像《1Q84》里的青豆雅美那样。唯一行得通的解释或许是恋父情结，灵超从小就没什么关于父亲的记忆，面对描写父爱的记叙文阅读题总是大脑一片空,https://archiveofourown.org/works/21419632
金田一少年事件簿N之gift-第四十五章,lemonjack,['Explicit'],['Graphic Depictions Of Violence'],['M/M'],['金田一少年の事件簿 | Kindaichi Shounen no Jikenbo | Kindaichi Case Files - All Media Types'],['Kindaichi Hajime/Takatoo Youichi'],"['Kindaichi Hajime', 'Takatoo Youichi']",['Kindaichi Shounen no Jikenbo Neo'],2019-12-07,2573,23,0,0,45,　　这个论断听上去倒是很合理，可是也并不能完全地确信，深见巧希那一次的石榴籽是凶手刻意放的，而温冉的那一次还带着巧合的因素。　　和金田一一交换了一个眼神，高远遥一侧过身，“锦织小姐还是先进来说吧。”他,https://archiveofourown.org/works/21701128
金田一少年事件簿N之gift-第三十五章,lemonjack,['Explicit'],['Graphic Depictions Of Violence'],['M/M'],['金田一少年の事件簿 | Kindaichi Shounen no Jikenbo | Kindaichi Case Files - All Media Types'],['Kindaichi Hajime/Takatoo Youichi'],"['Kindaichi Hajime', 'Takatoo Youichi']",['Kindaichi Shounen no Jikenbo Neo'],2019-11-27,2035,24,0,0,35,　　带着笔记本电脑离开她们的房间，金田一一和高远遥一陷入了一种微妙的沉默之中，却默契地选择回房间研究一下迄今为止所搜集到的线索。　　顺着走廊刚走出一段距离，他们就看到舒宁溪依旧在耐心地按着门铃祈求温冉,https://archiveofourown.org/works/21578986
《男妻》第十一章 初云雨,syymxa,['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Original Work'],['赵瑞/赵恩赐'],['Original Characters'],there is nothing,2019-12-02,7328,132,0,0,no summary,　　冬至将至，入夜，冷风夹带着细雨，刺骨更甚白昼，大街上行人零落，只有三两个摊贩处还挂着灯笼，漏出些微微的暖意来。　　赵恩赐走在湿腻的石板路上，完全没注意到落在身上的雨滴，脑子里满是刚才和沈小姐私会的,https://archiveofourown.org/works/21641305
《广陵爱情故事》,raojia,['Explicit'],[],['M/M'],['全职高手'],['方士谦/王杰希'],"['方士谦', '王杰希']",there is nothing,2017-12-24,4821,934,6,0,no summary,此去今年，应是良辰好景虚设，便纵有千种风情，更与何人说。——《雨霖铃》•柳永“因知海上神仙窟，只似人间富贵家。”酒至微醺，方士谦趁醉拿了红牙板且歌且唱，檀木同瓷器在一起撞出一水儿的清脆声音，王杰希眼见,https://archiveofourown.org/works/13131735
21 醉酒,momocolaco,['Explicit'],['Underage'],['M/M'],['Hey! Say! JUMP'],"['Yamada Ryosuke/Chinen Yuri', '涼知', 'yyl', '37 - Relationship', 'やまちね']","['Yamada Ryosuke', 'Chinen Yuri', '山田涼介', '知念侑李']","['R18', '人设崩坏', '自我放飞', '脑洞无极限不接受任何评判']",2018-12-13,1207,354,3,0,CP：山田涼介X知念侑李 やまちね/37/yyl 基于现实背景向 组合内公开恋爱脑 甜腻小夫夫老司机向30题,21 醉酒——谁来告诉他眼前这个烂醉如泥的知念侑李是什么情况？？？山田凉介结束了工作赶到门把们发在群组里的KTV集合，推开包间的门还没来得及摘下帽子口罩，迎面扑上来一个小小的身影。“凉、嗝凉介~”眼前,https://archiveofourown.org/works/16975275
【长栋】姿势,MadamTaz,['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['zgjz'],['长栋'],"['刘长健', '梁栋']",there is nothing,2019-10-17,2182,633,9,0,几个姿势。,【长栋】姿势01/梁栋喜欢骑乘位。刘长健在性事方面颇为放任他，或许是出于性格上难以磨灭的正人君子，饱暖淫欲不应该是刘机长主动。梁栋笑他假正经，情到浓处任他哭喊求饶，刘机长一样压死了把他往死里操，穴口被,https://archiveofourown.org/works/21068396
Gnaw,ColdAsIce,['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['The Social Network (2010)'],['Tyler Winklevoss/Mark Zuckerberg'],"['Tyler Winklevoss', 'Mark Zuckerberg']",there is nothing,2020-01-05,3627,359,5,0,# 一切为了干晕Marky。 # 占有欲爆表血族！Tyler X 面冷心软吸血鬼！Mark # 粗暴sex/道具play/鞭罚提及/血腥暴力/R21预警,“……无法饶恕的恶行，已经严重威胁到了我们所维持的秩序与平衡，将被列为不可饶恕的罪状呈贡……”夕阳从高大的彩窗里穿透而过，照到空落的大厅正中的圆桌上，在站起身激昂发话的人身上披上一层暗红色，将那黑红的,https://archiveofourown.org/works/22129792
金田一少年事件簿N之gift-第五十七章,lemonjack,['Explicit'],['Graphic Depictions Of Violence'],['M/M'],['金田一少年の事件簿 | Kindaichi Shounen no Jikenbo | Kindaichi Case Files - All Media Types'],['Kindaichi Hajime/Takatoo Youichi'],"['Kindaichi Hajime', 'Takatoo Youichi']",['Kindaichi Shounen no Jikenbo Neo'],2019-12-19,2667,19,0,0,57,　　这个笑容让沐瑾的后背迅速地窜起一股寒气，身体都僵硬了。仿佛被操纵得失去思考能力一般下意识地点了点头，脸上带着迷茫。　　“的确会这么写。”她承认说，下一秒却很快地回过神来，快速地解释说，“当然只有笔,https://archiveofourown.org/works/21856387
沉沦群星,帝国喵时代 (nasako),['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['GODZILLA Trilogy (Anime 2017)'],['Metphies/Sakaki Haruo'],"['Metphies (Godzilla)', 'Sakaki Haruto']",there is nothing,2018-11-08,2652,428,12,0,梅晴有一点点走心的纯肉,“我难道不是晴生的恋人吗？”“哈？”榊晴生几乎要怀疑自己听力的瞬间，梅德菲斯的指尖轻轻碰触了一下他后颈裸露的皮肤。身体的条件反射比尚处于混沌状态的思维更快地作出了反应，晴生本能地向前低头躬身，呈现出一,https://archiveofourown.org/works/16559483
Night Fever,Frederica_Lacy,['Explicit'],[],['M/M'],['Tales of Zestiria'],['Mikleo/Sorey (Tales of Zestiria)'],there is nothing,there is nothing,2017-04-13,14251,347,12,3,科目三，手动档斯柯达,“嘶——”虽然并非完全没有心理准备，但突如其来的刺激还是让史雷猛地小声抽了口气，对于那个敏感的部位来说，米库里欧的手指实在是太凉了。水之天族的体温自然较普通人类低一些，他的青梅竹马即便在酷暑的烈日下皮,https://archiveofourown.org/works/10617600
《男妻》 第九章 春宵梦,syymxa,['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Original Work'],['赵瑞/赵恩赐'],['Original Characters'],there is nothing,2019-12-02,1208,103,1,0,no summary,　　越想念却越发不得见，赵恩赐一连几天没再看到沈小姐，怕她那晚回家受了责罚，但又不好向别人打听，闷在心里，吃饭干活都有点心不在焉。又过了几天，沈小姐把绣好的活计送去酒坊隔街的绸缎庄，正巧赵恩赐推车子过,https://archiveofourown.org/works/21641194
往生情书,Seesheer,['Explicit'],['Graphic Depictions Of Violence'],['M/M'],['白夜追凶 | Day and Night (TV)'],there is nothing,there is nothing,there is nothing,2019-08-02,1921,87,0,0,no summary,母亲在怀着双胞胎时，做两份工，白天在711收银，晚上在布头市场承接改制衣服的私活儿。常常在12点闭上眼睛，新的一天睁开眼又要去上班，循环往复。十月怀胎，一朝临盆，先出来的是老大，后是老小儿，而在胎位上,https://archiveofourown.org/works/20077795
【盾冬】史蒂夫，你的裤子皱了,Sunsetsea,['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['Caption America(Movies)'],"['James ""Bucky"" Barnes/Steve Rogers']","['James ""Bucky"" Barnes', 'Steve Rogers']",there is nothing,2016-02-09,1424,1245,21,0,no summary,群里的接龙文~擅自写完了。肥肥起了开头，续写写得一篇，短，AU，任务中吧唧给史蒂夫口了一发。准备好了就往下看吧！(´⌣`ʃƪ) “我喜欢你的西服。”吧唧只看了一眼就将头扭了回去，昏暗的光线里Steve,https://archiveofourown.org/works/5961088
味,KIMZI,['Explicit'],['Underage'],['M/M'],['洋灵'],['洋灵 - Relationship'],there is nothing,['ABO'],2019-01-26,2588,6067,43,0,no summary,如果你走进这条小巷，你定会被他吸引，对于某些冷漠的人来说，灵超过于聒噪，他一天到晚忙个不停，似乎有着耗不尽的力气。即使你爱安静，嫌他闹，在你眉头紧锁之前他会读懂你有些烦躁的神情，立刻禁声，然后，给你一,https://archiveofourown.org/works/17551901
念念不忘番外,duohereshuibuxuku,['Explicit'],['Underage'],['M/M'],['Original Work'],there is nothing,there is nothing,there is nothing,2018-04-06,8603,747,11,0,no summary,黄明昊生日这天，一整天都下着大雨。巧合的是，这天恰好也是雨水节气。可能是上天知道他不喜欢哭，替他为接下来要做的决定多流流泪，以免到时候被动摇临时放弃。黄明昊摇头甩开这些恼人的想法。过生日自虐也就算了，,https://archiveofourown.org/works/21804121
29 万圣节夜游,momocolaco,['Explicit'],['Underage'],['M/M'],['Hey! Say! JUMP'],"['Yamada Ryosuke/Chinen Yuri', '涼知', 'yyl', '37 - Relationship', 'やまちね']","['Yamada Ryosuke', 'Chinen Yuri', '山田涼介', '知念侑李']","['R18', '人设崩坏', '自我放飞', '脑洞无极限不接受任何评判']",2018-12-05,1261,338,2,0,CP：山田涼介X知念侑李 やまちね/37/yyl 基于现实背景向 组合内公开恋爱脑 甜腻小夫夫老司机向30题,29 万圣节夜游大概是某年的万圣节，没有日程的山田知念冈本约了普通人朋友，精心挑选了万圣节面具乔装改扮之后在涩谷满街头的妖魔鬼怪中游荡。时间越晚人越多，嬉笑打闹的、烂醉如泥的、喧哗吵嚷的、一言不发的，,https://archiveofourown.org/works/16866103
江波涛.ver,2368262835,['Explicit'],['Creator Chose Not To Use Archive Warnings'],['M/M'],['全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán'],there is nothing,there is nothing,there is nothing,2020-01-30,1196,887,1,0,no summary,“补魔啊，”叶修抱臂看着他，“怎么想起来找我？”“不敢瞒叶神，”江波涛笑眯眯的，身后细长的、末端呈爱心形状的特化长尾昭示着魅魔的身份，“是小周说，叶神身上的龙息是极佳的进补，我难免就惦记上啦。”“龙息,https://archiveofourown.org/works/22480348
